Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
5/21/2025 9:36:41,Postpaid,Yes / Ya,18,Female / Perempuan,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Rural / Luar bandar,35,No / Tidak,Yes / Ya,Yes / Ya,7,Rarely / Jarang,redONE,10,350,1,3,4,No / Tidak,Yes / Ya,
5/21/2025 9:37:17,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,9000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,15,No / Tidak,Yes / Ya,Yes / Ya,1,Often / Selalu,CelcomDigi,28,190,2,3,5,Yes / Ya,Yes / Ya,
5/21/2025 9:37:41,Prepaid,Yes / Ya,24,Male / Lelaki,Employed / Bekerja,1700,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,10,Sometimes / Kadang Kala,Maxis,6,40,1,2,1,No / Tidak,Yes / Ya,
5/21/2025 9:38:21,Prepaid,Yes / Ya,42,Male / Lelaki,Employed / Bekerja,4000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,3,Urban / Bandar,20,Yes / Ya,No / Tidak,Yes / Ya,3,Rarely / Jarang,CelcomDigi,18,25,2,5,2,No / Tidak,Yes / Ya,
5/21/2025 9:43:51,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 9:47:54,Prepaid,Yes / Ya,45,Female / Perempuan,Employed / Bekerja,2500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,6,Urban / Bandar,15,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,Tune Talk,6,15,1,3,5,No / Tidak,Yes / Ya,
5/21/2025 9:49:01,Prepaid,Yes / Ya,50,Male / Lelaki,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Rural / Luar bandar,20,No / Tidak,No / Tidak,No / Tidak,2,Rarely / Jarang,Yes,6,6,2,2,2,No / Tidak,Yes / Ya,
5/21/2025 9:58:03,Postpaid,Yes / Ya,38,Female / Perempuan,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,1,Urban / Bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,Maxis,8,80,1,3,1,Yes / Ya,No / Tidak,
5/21/2025 10:24:53,Prepaid,Yes / Ya,59,Female / Perempuan,Retired / Telah bersara,2500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,3,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,U Mobile,5,801,11,1,5,Yes / Ya,No / Tidak,
5/21/2025 10:35:33,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 10:42:26,Postpaid,Yes / Ya,60,Male / Lelaki,Retired / Telah bersara,5000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Sub-urban / Pinggir bandar,40,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,10,50,2,1,1,No / Tidak,No / Tidak,
5/21/2025 11:04:33,Postpaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,15000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,4,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,10,Rarely / Jarang,CelcomDigi,25,70,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 11:19:00,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,18000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,10,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Maxis,2,79,1,4,7,No / Tidak,Yes / Ya,
5/21/2025 11:20:05,Postpaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,1,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,CelcomDigi,15,80,1,1,5,No / Tidak,Yes / Ya,
5/21/2025 11:23:35,Postpaid,Yes / Ya,62,Female / Perempuan,Retired / Telah bersara,3000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,2,Rural / Luar bandar,30,No / Tidak,No / Tidak,Yes / Ya,2,Rarely / Jarang,CelcomDigi,5,40,1,1,4,No / Tidak,No / Tidak,
5/21/2025 11:26:02,Postpaid,Yes / Ya,38,Female / Perempuan,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,6,Often / Selalu,redONE,1,30,2,4,3,No / Tidak,No / Tidak,
5/21/2025 11:35:04,Prepaid,Yes / Ya,54,Male / Lelaki,Unemployed / Tidak bekerja,18000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,9,Urban / Bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,19,Rarely / Jarang,CelcomDigi,15,500,5,3,10,No / Tidak,Yes / Ya,
5/21/2025 11:35:16,Prepaid,Yes / Ya,38,Female / Perempuan,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Urban / Bandar,1,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,U Mobile,12,38,1,1,1,No / Tidak,Yes / Ya,
5/21/2025 11:47:34,Prepaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,5000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,5,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,U Mobile,15,40,2,3,6,No / Tidak,Yes / Ya,
5/21/2025 11:49:59,Postpaid,Yes / Ya,34,Female / Perempuan,Unemployed / Tidak bekerja,1000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,2,Sub-urban / Pinggir bandar,150,Yes / Ya,Yes / Ya,Yes / Ya,8,Often / Selalu,CelcomDigi,10,314,1,4,2,Yes / Ya,Yes / Ya,
5/21/2025 11:53:35,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,20000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,3,Urban / Bandar,30,No / Tidak,No / Tidak,Yes / Ya,12,Rarely / Jarang,Maxis,5,600,2,5,6,Yes / Ya,Yes / Ya,
5/21/2025 12:08:03,Postpaid,Yes / Ya,57,Male / Lelaki,Employed / Bekerja,12000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,8,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,30,200,1,2,10,No / Tidak,Yes / Ya,
5/21/2025 12:30:26,Postpaid,Yes / Ya,54,Male / Lelaki,Employed / Bekerja,20000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,50,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,30,200,2,4,8,No / Tidak,Yes / Ya,
5/21/2025 12:30:45,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,5000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,6,Urban / Bandar,80,No / Tidak,Yes / Ya,Yes / Ya,8,Often / Selalu,CelcomDigi,23,250,3,3,4,No / Tidak,Yes / Ya,
5/21/2025 12:30:45,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,15000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,3,200,3,4,5,Yes / Ya,Yes / Ya,
5/21/2025 12:31:18,Prepaid,Yes / Ya,21,Male / Lelaki,Student / Pelajar,430,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,15,Yes / Ya,Yes / Ya,Yes / Ya,15,Rarely / Jarang,OneOnexox,10,40,2,4,12,No / Tidak,Yes / Ya,
5/21/2025 12:31:57,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,6,40,2,2,2,No / Tidak,Yes / Ya,
5/21/2025 12:32:07,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,5000,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,4,Urban / Bandar,70,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,3,98,1,1,6,No / Tidak,Yes / Ya,
5/21/2025 12:37:03,Prepaid,Yes / Ya,48,Male / Lelaki,Employed / Bekerja,60000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,4,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,10,Rarely / Jarang,BeONE,1,25,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 12:40:45,Prepaid,Yes / Ya,52,Male / Lelaki,Retired / Telah bersara,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,6,Urban / Bandar,50,No / Tidak,Yes / Ya,No / Tidak,8,Sometimes / Kadang Kala,BeeOne,1,25,2,1,7,No / Tidak,Yes / Ya,
5/21/2025 12:41:01,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,5500,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,No / Tidak,No / Tidak,2,Sometimes / Kadang Kala,CelcomDigi,10,200,2,1,4,Yes / Ya,Yes / Ya,
5/21/2025 12:42:20,Postpaid,Yes / Ya,52,Male / Lelaki,Retired / Telah bersara,300,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,5,Rarely / Jarang,Maxis,20,500,1,1,5,Yes / Ya,Yes / Ya,
5/21/2025 12:44:49,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,10,Sometimes / Kadang Kala,Maxis,10,200,2,3,2,No / Tidak,Yes / Ya,
5/21/2025 12:50:54,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,20000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,50,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,CelcomDigi,20,160,1,1,6,No / Tidak,Yes / Ya,
5/21/2025 12:52:18,Postpaid,Yes / Ya,22,Female / Perempuan,Unemployed / Tidak bekerja,500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Sub-urban / Pinggir bandar,20,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Maxis,4,40,1,1,4,No / Tidak,No / Tidak,
5/21/2025 12:56:38,Postpaid,Yes / Ya,37,Male / Lelaki,Employed / Bekerja,7500,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,50,No / Tidak,No / Tidak,Yes / Ya,8,Rarely / Jarang,Unifi Mobile,10,130,1,3,2,No / Tidak,Yes / Ya,
5/21/2025 13:01:27,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,12000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,redONE,6,40,2,5,7,No / Tidak,Yes / Ya,
5/21/2025 13:11:26,Prepaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,8,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Maxis,13,85,1,1,2,No / Tidak,Yes / Ya,
5/21/2025 13:16:29,Postpaid,Yes / Ya,52,Female / Perempuan,Employed / Bekerja,14000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,3,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,CelcomDigi,20,98,3,4,4,No / Tidak,Yes / Ya,
5/21/2025 13:18:43,Postpaid,Yes / Ya,52,Male / Lelaki,Retired / Telah bersara,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,CelcomDigi,10,150,1,3,4,No / Tidak,Yes / Ya,
5/21/2025 13:18:50,Postpaid,Yes / Ya,50,Male / Lelaki,Employed / Bekerja,8000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,40,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,CelcomDigi,27,80,1,2,4,Yes / Ya,Yes / Ya,
5/21/2025 13:23:43,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,2800,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,7,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,Maxis,13,200,2,3,6,Yes / Ya,Yes / Ya,
5/21/2025 13:26:44,Prepaid,Yes / Ya,53,Male / Lelaki,Retired / Telah bersara,2000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,30,No / Tidak,No / Tidak,Yes / Ya,2,Sometimes / Kadang Kala,U Mobile,5,50,1,1,5,No / Tidak,Yes / Ya,
5/21/2025 13:28:58,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,7000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,No / Tidak,4,Rarely / Jarang,CelcomDigi,5,300,2,3,4,Yes / Ya,Yes / Ya,
5/21/2025 13:31:09,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,10000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,3,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,Unifi Webe,5,84,1,2,4,No / Tidak,Yes / Ya,
5/21/2025 13:35:47,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,10000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,7,Urban / Bandar,10,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,28,120,5,2,2,Yes / Ya,Yes / Ya,
5/21/2025 13:40:52,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,65000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,4,Sub-urban / Pinggir bandar,10,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,CelcomDigi,6,220,1,3,4,Yes / Ya,Yes / Ya,
5/21/2025 13:44:48,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,50,Yes / Ya,No / Tidak,No / Tidak,3,Rarely / Jarang,CelcomDigi,30,150,1,2,1,No / Tidak,Yes / Ya,
5/21/2025 14:01:18,Postpaid,Yes / Ya,53,Male / Lelaki,Employed / Bekerja,8000,PhD / Doktor Falsafah,Married / Berkahwin,5,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,2,Rarely / Jarang,CelcomDigi,25,53,1,1,3,Yes / Ya,Yes / Ya,
5/21/2025 14:09:36,Postpaid,Yes / Ya,52,Male / Lelaki,Unemployed / Tidak bekerja,100000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,8,Sub-urban / Pinggir bandar,100,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,CelcomDigi,25,180,5,7,16,No / Tidak,Yes / Ya,
5/21/2025 14:13:48,Prepaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,2500,High School / Sekolah Menengah / SPM / SVM / O-Level,Married / Berkahwin,2,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,Unifi Mobile,8,35,1,3,2,No / Tidak,Yes / Ya,
5/21/2025 14:15:23,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 14:17:07,Prepaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 14:22:29,Prepaid,Yes / Ya,32,Male / Lelaki,Employed / Bekerja,4200,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,1,Rural / Luar bandar,25,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Maxis,10,20,1,3,3,No / Tidak,Yes / Ya,
5/21/2025 14:25:38,Postpaid,Yes / Ya,52,Male / Lelaki,Retired / Telah bersara,0,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Sub-urban / Pinggir bandar,10,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,CelcomDigi,10,93,1,3,4,No / Tidak,Yes / Ya,
5/21/2025 14:31:24,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,12000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,7,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,10,100,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 14:52:45,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,40000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,20,No / Tidak,No / Tidak,Yes / Ya,24,Sometimes / Kadang Kala,Maxis,28,450,5,6,5,Yes / Ya,Yes / Ya,
5/21/2025 15:31:46,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,21000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,50,No / Tidak,Yes / Ya,No / Tidak,6,Rarely / Jarang,CelcomDigi,15,600,4,4,7,Yes / Ya,Yes / Ya,
5/21/2025 15:34:45,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,30000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,3,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Maxis,25,300,1,3,2,Yes / Ya,Yes / Ya,
5/21/2025 15:51:02,Postpaid,Yes / Ya,38,Male / Lelaki,Employed / Bekerja,2300,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,4,Urban / Bandar,100,No / Tidak,Yes / Ya,Yes / Ya,9,Sometimes / Kadang Kala,Maxis,5,109,1,1,4,Yes / Ya,Yes / Ya,
5/21/2025 16:03:54,Postpaid,Yes / Ya,22,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Sub-urban / Pinggir bandar,50,No / Tidak,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,Unifi Mobile,10,63,1,3,6,No / Tidak,Yes / Ya,
5/21/2025 16:15:06,Prepaid,Yes / Ya,28,Male / Lelaki,Employed / Bekerja,4000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,3,Sub-urban / Pinggir bandar,30,No / Tidak,No / Tidak,Yes / Ya,6,Sometimes / Kadang Kala,CelcomDigi,7,50,4,6,7,No / Tidak,Yes / Ya,
5/21/2025 16:36:32,Postpaid,Yes / Ya,22,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single / Bujang,0,Sub-urban / Pinggir bandar,20,No / Tidak,Yes / Ya,Yes / Ya,7,Often / Selalu,Maxis,6,63,1,2,5,No / Tidak,Yes / Ya,
5/21/2025 17:04:46,Postpaid,Yes / Ya,49,Male / Lelaki,Employed / Bekerja,10000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,Maxis,10,99,2,3,4,No / Tidak,Yes / Ya,
5/21/2025 17:31:33,Postpaid,Yes / Ya,59,Female / Perempuan,Retired / Telah bersara,2700,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Married / Berkahwin,0,Sub-urban / Pinggir bandar,5,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,redONE,17,60,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 17:38:43,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 17:50:49,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,20000,Master's Degree / Ijazah Sarjana,Married / Berkahwin,6,Sub-urban / Pinggir bandar,60,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,Maxis,20,300,1,2,3,Yes / Ya,Yes / Ya,
5/21/2025 18:06:54,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,1,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,10,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,5,89,1,3,3,No / Tidak,Yes / Ya,
5/21/2025 19:22:46,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 19:25:28,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 19:28:20,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,15000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,15,No / Tidak,Yes / Ya,No / Tidak,3,Often / Selalu,CelcomDigi,15,120,1,1,4,No / Tidak,Yes / Ya,
5/21/2025 19:34:45,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,15000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,6,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Maxis,10,250,1,3,3,Yes / Ya,Yes / Ya,
5/21/2025 19:40:26,Postpaid,No / Tidak,,,,,,,,,,,,,,,,,,,,,,,
5/21/2025 19:40:51,Postpaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,1000,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,1,Rural / Luar bandar,20,No / Tidak,Yes / Ya,Yes / Ya,4,Often / Selalu,CelcomDigi,4,45,2,5,2,No / Tidak,Yes / Ya,
5/21/2025 20:06:28,Postpaid,Yes / Ya,52,Male / Lelaki,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Sub-urban / Pinggir bandar,10,No / Tidak,No / Tidak,Yes / Ya,3,Sometimes / Kadang Kala,Maxis,28,200,3,3,7,No / Tidak,Yes / Ya,
5/21/2025 20:47:57,Prepaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,530,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,24,Sometimes / Kadang Kala,CelcomDigi,10,35,1,2,4,No / Tidak,No / Tidak,
5/21/2025 21:49:11,Postpaid,Yes / Ya,51,Male / Lelaki,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,3,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Often / Selalu,U Mobile,2,48,1,2,3,No / Tidak,Yes / Ya,
5/21/2025 21:57:36,Postpaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,50,Yes / Ya,Yes / Ya,Yes / Ya,7,Often / Selalu,Maxis,4,150,1,3,4,No / Tidak,Yes / Ya,
5/21/2025 22:00:08,Prepaid,Yes / Ya,22,Female / Perempuan,Student / Pelajar,5200,Master's Degree / Ijazah Sarjana,Single / Bujang,0,Sub-urban / Pinggir bandar,40,No / Tidak,Yes / Ya,Yes / Ya,7,Often / Selalu,Free Mobile,2,100,2,3,1,No / Tidak,Yes / Ya,
5/21/2025 22:01:54,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,5000,High School / Sekolah Menengah / SPM / SVM / O-Level,Single / Bujang,0,Urban / Bandar,60,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,U Mobile,5,30,2,4,2,No / Tidak,Yes / Ya,
5/21/2025 22:13:38,Postpaid,Yes / Ya,45,Male / Lelaki,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married / Berkahwin,5,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,CelcomDigi,20,150,2,4,5,Yes / Ya,Yes / Ya,
5/22/2025 9:26:09,Postpaid,Yes / Ya,25,Male / Lelaki,Student / Pelajar,500,Bachelor's Degree / Ijazah Sarjana Muda,Single / Bujang,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,1,Sometimes / Kadang Kala,Unifi Mobile,4,69,2,4,5,No / Tidak,Yes / Ya,
